Sr_No,Tweets,Sentiment Polarity,Subjectivity,Date,Retweet Count
334,#3Dprinting is making a dent in niche areas but not across traditional #mfg. Good @Infosys article https://t.co/Drg3v79t2O,0.35,0.675,2017-10-11,0
335,IT reboot: How Infosys TCS Wipro &amp; HCL are re-skilling employees to beat automation https://t.co/YweNLHwnjN,0,0,2017-10-11,0
336,@FinancialXpress: Why #Infosys\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 new training program is modeled on a flight school\nhttps://t.co/fmB4T5ErxZ https://t.co/O70YPK2Qr9,0.136363636363636,0.454545454545455,2017-10-11,2
337,Global Third Party Banking Software Market 2017 - TIBCO and SAP Oracle Infosys Cap Gemini and Accenture Deltek\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/OGftiKw7C2,0,0,2017-10-11,0
338,Kodak moment wth Mr Narayana Murthy- National School Leadership Award- Mahindra World School @Infosys_nmurthy\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Q2xM90Zddh,0,0,2017-10-11,0
339,@shruthibopaiah: So good to meet @Mickeymehta in person @Infosys #shoonayam #quotient #wayoflife #infydiaries #Holistic #healthguru #lig\xc3\xa2\xe2\x82\xac\xc2\xa6,0.7,0.6,2017-10-11,1
340,@GoNews24x7: Infosys sets out to model classes on flight simulators that teach recruits to work faster think for themselves &amp; anticipat\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,2
341,So good to meet @Mickeymehta in person @Infosys #shoonayam #quotient #wayoflife #infydiaries #Holistic #healthguru\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/UdNvhXO1bR,0.7,0.6,2017-10-11,1
342,Infosys Treats Its New Recruits Like Fighter Pilots https://t.co/2PdAUMipWt @ndtv ??????,0.136363636363636,0.454545454545455,2017-10-11,0
343,@sun_walia: Thank you @Infosys_BPO for hosting us @HfSResearch @BramWeerts @pfersht @PranayJuyal @MadhusudanMenon. https://t.co/ssAtA1y6\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,1
344,@Caro_Flaissier: #Digital #Innovation @Infosys campus in #Bangalore! #designthinking thinking for all #FrugalInnovation #DigitalTransfor\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,17
345,to pass infosys https://t.co/DUyGb3CNLl,0,0,2017-10-11,0
346,View from mah room in #Pune dc  ??? #Infy yuh nvr failed to surprise me? #ILovedTheRoom ? #Infosys #Pune https://t.co/nXJxd1QQBM,-0.5,0.3,2017-10-11,0
347,@Salz_Er: Building #Banking #Ecosystems Through #Collaboration https://t.co/CpdkYJ9hm2 @Finacle @LetsTalkPaymnts @Infosys @TechCrunch @B\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,4
348,Building Banking Ecosystems Through Collaboration: How FinTechs Are Partnering With Infosys Finacle to Achieve\xc3\xa2\xe2\x82\xac\xc2\xa6\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/euOOXLoHDl,0,0,2017-10-11,0
349,At Infosys a new training program modeled on flight school\nhttps://t.co/Bd0d3p16jR,0.136363636363636,0.454545454545455,2017-10-11,0
350,@Infosys Tried 2 get though my relative at infosys banglore what idiot high headed operator. Would not transfer line despite information.,-0.213333333333333,0.446666666666667,2017-10-11,0
351,Infosys sets out to model classes on flight simulators that teach recruits to work faster think for themselves &amp; a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QfKiHzFYvn,0,0,2017-10-11,2
352,Thank you @Infosys_BPO for hosting us @HfSResearch @BramWeerts @pfersht @PranayJuyal @MadhusudanMenon. https://t.co/ssAtA1y6le,0,0,2017-10-11,1
353,New post: Indian shares edge higher; Infosys Lupin lead https://t.co/JepyNJnerf,0.193181818181818,0.477272727272727,2017-10-11,0
354,Thank you @pfersht @BramWeerts @sun_walia for the wonderful session today #infosys #learnings https://t.co/46EIq3U8b4,1,1,2017-10-11,0
355,I'm at Infosys Limited in Hyderabad Andhra Pradesh https://t.co/2cqHXuGeQU,-0.071428571428572,0.142857142857143,2017-10-11,0
356,India: Disclosure Of Infosys Whistleblower Investigations \xc3\xa2\xe2\x82\xac\xe2\x80\x9c What Does The Law Demand? \nMondaq News Alerts \nInfosys received anonymous whist\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,1
357,@c2cod: Drum roll! For our 2nd lucky draw winner - Cheryl Victor from Infosys Leadership Institute. Congrats Cheryl. @PeopleMatters2 #Ln\xc3\xa2\xe2\x82\xac\xc2\xa6,0.166666666666667,0.416666666666667,2017-10-11,1
358,New post: Indian shares edge higher; Infosys Lupin lead https://t.co/kWsJYGCvbc,0.193181818181818,0.477272727272727,2017-10-11,0
359,Temenos 1 Infosys 0 - Temenos bags major deal from Santander\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Openbank - Retail Banker International https://t.co/JQPHkLFHDx,0.03125,0.25,2017-10-11,0
360,India: Disclosure Of Infosys Whistleblower Investigations \xc3\xa2\xe2\x82\xac\xe2\x80\x9c What Does The Law Demand? - https://t.co/vPSnOmNgE8 #GoogleAlerts,0,0,2017-10-11,0
361,#TEDx #Infosys #ship #dawn #iphonese @ Infosys Campus Trivandrum https://t.co/PxRBlHlzV0,0,0,2017-10-11,0
362,At @Infosys a new training program modeled on flight school  https://t.co/jaRIR9C7xy,0.136363636363636,0.454545454545455,2017-10-11,0
363,Drum roll! For our 2nd lucky draw winner - Cheryl Victor from Infosys Leadership Institute. Congrats Cheryl.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/I7ZHmrvKkN,0.166666666666667,0.416666666666667,2017-10-11,1
364,Krip Infosys Technology - WordPress Programmer : Jobs in Nepal https://t.co/bQkd4MkM9P,0,0,2017-10-11,0
365,@pivotaliQ: What now for @Infosys after the resignation of CEO @vsikka? @pivotaliQ's @A_J_Burgess has his fingers crossed\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,7
366,@malinibhupta: For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on 18 August befor\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.625,2017-10-09,1
367,For all the bluster Vishal Sikka and gang have not been able to explain to regulators his resignation on 18 August before buyback meet.,0.5,0.625,2017-10-09,1
368,@vikramadhiman @ldavidmarquet Vishal Sikka made this a compulsory training for every Infy employee...,0,0,2017-10-08,0
369,@Infosys: In this blog we explore how #AI models capitalize on #BigData to reinvent #logistics industry. https://t.co/7KEdDZ6lwG https:\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-12,4
370,browsing Infosys BPO,0,0,2017-10-12,0
371,@ActivistInsight: Infosys announces buybacks. Founders will tender shares https://t.co/sirqWV8jA2 $INFY,0,0,2017-10-12,1
372,@auglebjerg: @ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/C7Kku3AHz5,0,0,2017-10-12,6
373,@PeopleMatters2 @BajajAllianz @Alkem_Lab @ConcentrixIND @Infosys_BPO Congrats to all the winners...very well deserv\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iErpsiDryb,0,0,2017-10-12,0
374,@PuneCityPolice @harry_kul @Infosys I thinks thts not enough. There are atleast 100 + bikes and atleast 10 -15 four\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QnulTEifly,0,0.5,2017-10-12,0
375,@RHatewar @harry_kul @Infosys Sir we took action on 15 vehicles &amp; Charged them.\n\nRegards Api Raut hinjavadi.,0.1,0.1,2017-10-12,0
376,@sarkar_swati which bjp guy? though largely funded by infosys guys,0.214285714285714,0.428571428571429,2017-10-12,0
377,@Infosys: Why is it important for organizations to move from competition to 'Coopetition'? Read to find out https://t.co/sRs1G2z7OF @jos\xc3\xa2\xe2\x82\xac\xc2\xa6,0.4,1,2017-10-12,1
378,@Infosys: Infosys rated highly among peers in energy operations by HfS at the latest  blueprint repofor Energy Operations https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.33,0.72,2017-10-12,3
379,@ruribeir: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-12,1
380,@PuneCityPolice @CPPuneCity @Infosys @Infosys_nmurthy Infy says they charge Parking inside campus to motivate emplo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/z2kme5yVse,0,0,2017-10-12,0
381,@PuneCityPolice @CPPuneCity @Infosys @Infosys_nmurthy Pune police you will take action against irrant infosys emplo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jiBh7Xh56R,0.1,0.1,2017-10-12,0
382,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/nL128NJSVO,0,0,2017-10-12,0
383,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3u72KzCvhC,0,0,2017-10-12,1
384,@TheBullBull any views on Infosys for retail investors to benefit from buyback? Buy at current levels and sell on buyback?,0,0.4,2017-10-12,0
385,@NandanNilekani @kiranshaw @rajeev_mp @Infosys. This city needs all people to come together and be saved.,0,0,2017-10-12,0
386,Infosys shareholders clear Nilekani's appointment as Chairman - https://t.co/PpWu1ZewL6,0.1,0.383333333333333,2017-10-12,0
387,@MhaskarChief: Overall headcount at Infosys Cognizant Tech Mahindra Wipro\xc3\x82\xc2\xa0is ~760000. Out of which minimum 58000 will fall for #Pi\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-12,12
388,At around 9pm also traffic in Hinjawadi??? queue of vehicles 4m Infosys ph1 towards shivaji chouk.@PuneCityPolice @RidlrPune,0,0,2017-10-12,0
389,#COTradeMission and our founder @codycornell are in Bangalore today to talk with India-based @infosys &amp; @Wipro. https://t.co/vl2GCtKBK7,0,0,2017-10-12,0
390,Infosys rated highly among peers in energy operations by HfS at the latest  blueprint repofor Energy Operations\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/PFaSlb4RH2,0.33,0.72,2017-10-12,3
391,@likhith51325977: Even all the other MNCs like InfosysTCSWipro have sent doj long back.I wonder whats going in tech_mahindra\n #termina\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.0875,0.3875,2017-10-12,13
392,@sid_dharth: @Tata_Crucible The top 6 teams are AFMF Tata Motors Infogain Infosys Extentia Zensar #TCCQ17 with 1 mark separating ea\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.5,2017-10-12,2
393,@sid_dharth: @Tata_Crucible Infosys starts with a 100 points. #TCCQ17,0,0,2017-10-12,2
394,@sid_dharth: @Tata_Crucible Infosys gets their another 100 with Amex #TCCQ17,0,0,2017-10-12,2
395,@sid_dharth: @Tata_Crucible Both Infosys and Infogain are leading with 200 each at the end of round 1. #TCCQ17,-0.2,0.4,2017-10-12,2
396,@sid_dharth: @Tata_Crucible Infosys gets another 200 with Adidas. #TCCQ17,0,0,2017-10-12,2
397,@sid_dharth: @Tata_Crucible Looks like no one is going for what is a Khaki election. But then Infosys get it for 100. #TCCQ17,0,0,2017-10-12,2
398,@sid_dharth: @Tata_Crucible Infosys forgets their strategy and gets only 100 with Bitcoin. #TCCQ17,0,1,2017-10-12,2
399,@sid_dharth: @Tata_Crucible Infogain leading with 700 with Infosys close second with 600 after round 2. #TCCQ17,-0.1,0.2,2017-10-12,2
400,@sid_dharth: @Tata_Crucible Wow. Infosys gets 100 with FedEx at the final answer. And they gets a bonus question. Tied at 700 with Infog\xc3\xa2\xe2\x82\xac\xc2\xa6,0.05,1,2017-10-12,2
401,@sid_dharth: @Tata_Crucible Infosys comes close second. #TCCQ17,0,0,2017-10-12,2
402,@sid_dharth: @Tata_Crucible Infosys would have won in 19 other cities with what they scored here in Pune. Brilliant competition! #TCCQ17,0.4375,0.6875,2017-10-12,2
403,@Infosys: We are glad to host the @ATPWorldTour team at Infosys. Our partnership is reinventing #tennis for fans &amp; players https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,1,2017-10-12,32
404,@Tata_Crucible Infosys would have won in 19 other cities with what they scored here in Pune. Brilliant competition! #TCCQ17,0.4375,0.6875,2017-10-12,2
405,@TVMohandasPai Probably nobody can believe that a person associated with Infosys can hold such views.,0,0.5,2017-10-12,0
406,@Tata_Crucible Infosys comes close second. #TCCQ17,0,0,2017-10-12,2
407,@Tata_Crucible Wow. Infosys gets 100 with FedEx at the final answer. And they gets a bonus question. Tied at 700 with Infogain. #TCCQ17,0.05,1,2017-10-12,2
408,@TheJaggi @TVMohandasPai @arunjaitley @PMOIndia @narendramodi Seriously I feel surprised @TVMohandasPai was Infosys\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/hlyRpU4lwZ,-0.116666666666667,0.783333333333333,2017-10-12,0
409,@InfosysPS: Are you ready for the #AutonomousVehicles era? https://t.co/Jpg58GtZ1a,0.2,0.5,2017-10-12,6
410,@Tata_Crucible Infogain leading with 700 with Infosys close second with 600 after round 2. #TCCQ17,-0.1,0.2,2017-10-12,2
411,@Tata_Crucible Infosys forgets their strategy and gets only 100 with Bitcoin. #TCCQ17,0,1,2017-10-12,2
412,@Tata_Crucible Looks like no one is going for what is a Khaki election. But then Infosys get it for 100. #TCCQ17,0,0,2017-10-12,2
413,@Tata_Crucible Infosys gets another 200 with Adidas. #TCCQ17,0,0,2017-10-12,2
414,@nanjappa_bs: Infosys Treats Its New Recruits Like Fighter Pilots - NDTV https://t.co/0rMcT63TJJ newer ways of education @Infosys ! #BeM\xc3\xa2\xe2\x82\xac\xc2\xa6,0.170454545454545,0.454545454545455,2017-10-12,6
415,"@Kannadiga1956: Infosys started this trend of ""cosmopolitan"" trend. https://t.co/YaYEdcIVSx",0,0.1,2017-10-12,3
416,@Tata_Crucible Both Infosys and Infogain are leading with 200 each at the end of round 1. #TCCQ17,-0.2,0.4,2017-10-12,2
417,@Tata_Crucible Infosys gets their another 100 with Amex #TCCQ17,0,0,2017-10-12,2
418,@darshanvmehta1 Looks positive for entire IT pack after very good results from Accenture TCS! Infosys looks set to\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/MAV2GKCg9T,0.409090909090909,0.650151515151515,2017-10-12,0
419,@Tata_Crucible Infosys starts with a 100 points. #TCCQ17,0,0,2017-10-12,2
420,@Tata_Crucible The top 6 teams are AFMF Tata Motors Infogain Infosys Extentia Zensar #TCCQ17 with 1 mark separating each of them.,0.5,0.5,2017-10-12,2
421,"Infosys started this trend of ""cosmopolitan"" trend. https://t.co/YaYEdcIVSx",0,0.1,2017-10-12,3
422,"@SCINTLE: In 2013 Infosys paid a record $34 million in a settlement with the fed gov over ""systemic visa fraud and abuse of immigration\xc3\xa2\xe2\x82\xac\xc2\xa6",0,0,2017-10-12,1
423,@mastrji_kaLadka: @likhith51325977 @Girisekaran11 @tech_mahindra if v blv u den wt abt @Capgemini @TCS @Infosys don't dey need 'business\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-12,3
424,@EmersonComResIN: Congratulations! @Infosys #EmersonCup2017 #EmersonIndia https://t.co/Qz5KEjmBuB,0,0,2017-10-12,3
425,@SrivatsaKrishna Uncanny Parallels between\nNarayana Murthy vs Vishal Sikka\nYashwant Sinha &amp; Arun Shourie vs Arun Ja\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aO0qGCj85a,0,0,2017-10-12,0
426,Learn: SAP HANA in Practice and Summary by Dr. Vishal Sikka\nhttps://t.co/QLSL9u7uM4\n\nSee more Videos:\n https://t.co/WwpRCCDA8g,0.5,0.5,2017-10-11,0
427,No wonder Vishal Sikka wanted a private jet for corporate travel. Fighter or non-fighter Pilots do need planes ?? \nhttps://t.co/xotaajfDLY,0,0.1875,2017-10-11,0
428,Wonder if Mr. Nilekani accepted such out of thin air numbers from his employees during Infosys days. Please share d\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QLEgnLproJ,-0.2,0.675,2017-10-13,0
429,@Infosys: By 2020 financial sector will be staring at 300 Mn+ pages of regulations. Luckily #AI is simplifying #RegTech https://t.co/Q\xc3\xa2\xe2\x82\xac\xc2\xa6,0.166666666666667,0.416666666666667,2017-10-13,3
430,It's time to change the Bio on Twitter  Facebook  Linkedin and https://t.co/Qw4k6Wr4w8 #TestAnalyst #Rolechange #Promotion #Infosys,0,0,2017-10-13,0
431,@InfosysAusNZ: Examine the potential impact of #Blockchain trust based technology on your industry @PSNANZ  https://t.co/977ClEdcxX,0,1,2017-10-13,3
432,GID 21030: #IFRS / #Ind-AS Update Course 2017 (One Day:1 November 2017@ #Bangalore. #ICAI #Infosys #Accountants https://t.co/dYkxs3cTLW,0,0,2017-10-13,0
433,@EconomicTimes A Guy who quit Infosys joined UPA government invented #AadharCard is showcasing its benefits while\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/94gx1PoUXD,0,0,2017-10-13,0
434,@Infosys_BPO: At Infosys BPO we ignite minds on the floor &amp; create thinkers &amp; designers not just doers. - Anantha R. CEO &amp; MD @Infosy\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-13,3
435,@arifmunnaRaza2 @htTweets @narendramodi Yeah infosys WiproTata all are founded by Nehru by himself! Then Rajiv fo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/adl3anISPe,0,0,2017-10-13,0
436,Happy weekend (@ Infosys in Mysore Karnataka https://t.co/J1VeH7tJth,0.8,1,2017-10-13,0
437,@aajtak @NandanNilekani What is the preperation of Infosys on Cyber crime@ Bank.Accounts.linked.with.\nAadhar...??,0,0,2017-10-13,0
438,@Infosys_BPO: Anantha Radhakrishnan CEO &amp; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core at the\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.6,0.9,2017-10-13,7
439,@koti_deva: (1/2Openings with Infosys USA for eligible visa/ead folks on various technologies . If any intersted let me know . for n\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.375,0.75,2017-10-13,35
440,#india for at least the next 75 years.\n\n#gst #aadhaar #jeandreze #equifax #infosys #imf #worldbank #china #asean #brexit #eu #un #ssn #icc,-0.15,0.2,2017-10-13,0
441,alive &amp; needing 1 square meal a day. there is karma. 1 day he &amp; his wofe&amp;kids &amp; #infosys &amp; #bjp will deeply &amp; enormously regret fucking,-0.125,0.625,2017-10-13,0
442,I just finished Course 1 - check it out! Thanks @infosys for supporting @codeorg https://t.co/vqQXZBOduu,0.225,0.225,2017-10-13,0
443,the arrogant cunt 4m #infosys is claiming that the antinational enemy army aiding disaster called #aadhaar that\n\n1/\n\n#bjp #un #eu #brexit,0,0,2017-10-13,0
444,"Principal - Business Consulting - CAN: Infosys Technologies (Canada Ltd. (Toronto ON: ""Public Service.. #eluta https://t.co/i8tyJVbVTb",0,0.066666666666667,2017-10-13,0
445,@EconomicTimes That's really great and now look forward to your magic again for Infosys.,0.65,0.875,2017-10-13,0
446,@EntrepreneurIND: Guess What These #Global #Giants Have in Common in 2017?\nhttps://t.co/PcS9LxuQFz\n#Corporate\n @facebook @Infosys @Pepsi\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.1,0.166666666666667,2017-10-13,0
447,Infosys Trivandrum DC just celebrated the milestone years of service of Infoscions. Catch a glimpse here -\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/nWWZLIdf6P,0.35,0.75,2017-10-13,0
448,Nine Masts Capital LTD Stake in Infosys LTD $INFY Has Decreased by $30.41 Million as Valuation Rose ...,0.1,0.825,2017-10-13,0
449,#IDBI uses #Finacle by infosys  just got an error while payment :,0.5,1,2017-10-13,0
450,@InfosysEvents: .@dennisgada will be at #Sibos to discuss how #banks use #digital solutions to address challenges. https://t.co/kXTVeBEo\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-13,1
451,@dasbk82: @livemint You better enjoy you post retirement appointment in Infosys rather than spreading lies.,0.45,0.5,2017-10-13,1
452,@Infosys treats its recruits like fighter pilots https://t.co/nnVoX9bJx9,0,0,2017-10-13,0
453,@AsiaScotlandIns: Narayana Murthy (Co-Founder of @infosys - #India's $42 Billion Dollar Business \nhttps://t.co/m7F48ZSfdA,0,0,2017-10-13,1
454,Narayana Murthy (Co-Founder of @infosys - #India's $42 Billion Dollar Business \nhttps://t.co/m7F48ZSfdA,0,0,2017-10-13,1
455,@anilsinghviCNBC\nPlease guide if I buy Infosys 50 shares now  how much I can sell at buy back offer?,0.1,0.1,2017-10-13,0
456,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/ocftNlGuOR,0,0,2017-10-13,0
457,#EYReporting meets @ranganathmd of @Infosys and finds out what makes him a truly 360-degree CFO. https://t.co/5kpViq42GZ,0,0,2017-10-13,0
458,Mahindra world city At Infosys https://t.co/DNVhkuTyUd,0,0,2017-10-13,0
459,@TimesNow Kindly do not show corrupt BBMP buildings in the weather bulletein. Show iconic MG rd r Infosys r Wipro or ITPL r Cisco campus!,-0.058333333333333,0.8,2017-10-13,0
460,@livemint You better enjoy you post retirement appointment in Infosys rather than spreading lies.,0.45,0.5,2017-10-13,1
461,@timesofindia @NandanNilekani In return what did you get @Infosys Carrots @WichitaeagleIN,0,0,2017-10-13,0
462,@RMSRIV: -Indian economy upsurged with I-T Boom led by Infosys &amp;wipro-this huge retrenchment is bad omen for economy https://t.co/aCyYRv\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.15,0.783333333333333,2017-10-13,3
463,@webtelelectro: Infosys to deploy more resources to handle the last-minute rush for filing of final GST returns for July \nRead:https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,0.25,0.75,2017-10-13,1
464,Infosys Consulting: Understanding the \xc3\xa2\xe2\x82\xac\xcb\x9cpulse\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 of HR - https://t.co/dp82Nn7mc9,0,0,2017-10-13,0
465,@SachinGo: #nasscomBPM panel - Anantha Radhakrishnan of  @Infosys_BPO : The core is shifting dramatically and throwing more opps our way\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.5,2017-10-13,3
466,At Infosys BPO we ignite minds on the floor &amp; create thinkers &amp; designers not just doers. - Anantha R. CEO &amp; MD\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bm0fccP05G,0,0,2017-10-13,3
467,Anantha Radhakrishnan CEO &amp; MD Infosys BPO spoke about enterprises cutting through silos and rethinking the core\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/KmITrTLN2h,-0.6,0.9,2017-10-13,7
468,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/kYWZ6vzR8S,0,0,2017-10-13,0
469,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/IF2fRbv05d,0,0,2017-10-13,0
470,@ZeeBusiness: Sanjiv Bhasin To @ZeeBusiness  : Market looking good for long term. TCS Infosys Tata SteelTata Global and Tata Motor am\xc3\xa2\xe2\x82\xac\xc2\xa6,0.216666666666667,0.333333333333333,2017-10-13,1
471,@askGSTech  @Infosys  @NandanNilekani @PMOIndia  This is how Employee Reacted to Customer when we face Problem is\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aRMW8gVTdG,0,0,2017-10-13,0
472,@KeshavKarn11: Modi has saved Rs 585000000000 from going in2 the hands of the frauds! Reveals Infosys\xc3\x82\xc2\xa0co-founder &amp; Congress leader.\nhttp\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-15,108
473,#infosys buyback date 01-11 can expect a upward movement tomorrow,0,0,2017-10-15,0
474,@Infosys: A cloud-native microservices based #ecommerce platform enables you to stay ahead of the competition &amp; customer needs https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-15,1
475,@Infosys: Here's how @CloudNativeFdn can enable wider and faster adoption of the #cloud for your enterprise seamlessly https://t.co/bMMn\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.1,2017-10-15,3
476,@NetWorkWriter: @Infosys @CloudNativeFdn WE WILL TAKE INFOSYS WITH US,0,0,2017-10-15,1
477,@Infosys @CloudNativeFdn WE WILL TAKE INFOSYS WITH US,0,0,2017-10-15,1
478,@achinmaheshvri @iamvir1 @sen_sindh @Ish_Bhandari @narendramodi It seems Infosys did not stress test the system. Th\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/JMPUv9ZQ1O,0,0,2017-10-15,0
479,@kshankar21 Time to ask @Infosys,0,0,2017-10-15,0
480,@Brajesh1980Bs: PM Modi has saved Billions from going into the hands of the frauds! Reveals Infosys\xc3\x82\xc2\xa0 co-founder https://t.co/KlE01d54fq\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-15,2
481,PM Modi has saved Billions from going into the hands of the frauds! Reveals Infosys\xc3\x82\xc2\xa0 co-founder https://t.co/KlE01d54fq via @postcard_news,0,0,2017-10-15,2
482,@TimesNow EC4 campus 5 times  azaan in #begaluru scares customers in #Wipro &amp; #Infosys campus. Dare anyone says any\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/cj45oAeX8V,0,0,2017-10-15,0
483,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/HW6OZgFwfT,0,0,2017-10-15,0
484,@CA_HarshilSHETH: #GSTNFAILED the late fee and it's implementation on portal is d worst things of GST.I firmly believe that Infosys is f\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.5,0.666666666666667,2017-10-15,2
485,#GSTNFAILED the late fee and it's implementation on portal is d worst things of GST.I firmly believe that Infosys is failure @Infosys,-0.454166666666667,0.575,2017-10-15,2
486,@bhavyapopat: #GSTNFAILED the late fee and it's implementation on portal is d worst things of GST.I firmly believe that Infosys is failu\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.5,0.666666666666667,2017-10-15,16
487,"When Sudha Murthy chairman of Infosys Foundation was called ""cattle class"" at London\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Heathrow Airport! https://t.co/UHUnPTZk3a",0,0,2017-10-15,0
488,@nayanchandra @mediacrooks @thewire_in @svaradarajan Funded by anti national @aamir_khan \nLeft Libbie Infosys son M\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bJhsx0kx9M,0,0,2017-10-15,0
489,@RAKESHG12297386\n\nRespected Sir Good Evening. I'm Meher. I'm working in Infosys for a   Package of 2.22 L. I'm als\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/NOmcR7m2l5,0.7,0.6,2017-10-15,0
490,@Hash611Shah: @krunalpatel111 @contrarianEPS Similar to Infosys in 2001. Earnings grew at 25%+ CAGR for 5y+ price did not. The earnings\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.4,2017-10-15,3
491,@Nikhilpnb\n\nRespected Sir Good Evening. I'm Meher. I'm working in Infosys for a   Package of 2.22 L. I'm also prep\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/MBXuVjhe6M,0.7,0.6,2017-10-15,0
492,@vipulkaushik\n\nRespected Sir Good Evening. I'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm also pr\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/18a0NgmQjE,0.7,0.6,2017-10-15,0
493,Join as a Speaker @watsonanalytics @WiproDigital @Infosys @university @highereducation @aicte @MSDESkillIndia\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/4cDGnHqq4d,0,0,2017-10-15,0
